"Timestamp","Género","Edad","Altura en metros","Hornalla favorita","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante izquierda]","¿Cómo caracterizarías la intensidad de tus hornallas? [Adelante derecha]","¿Cómo caracterizarías la intensidad de tus hornallas? [Atrás derecha]","La cocina es","¿Con qué encendés las hornallas?","¿Con qué frecuencia usás una hornalla?","¿Cuál es tu mano más hábil?","¿Tenés niñes menores en tu casa?","¿Tenés mascotas en tu casa?","¿Hacia qué lado del anafe tenés mesada?"
"2020/08/12 10:04:42 AM GMT-3","Hombre","24","1.72","Adelante derecha","Alta","Alta","Media","Media","A gas","Botón de la cocina","Una vez por semana o menos","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha;Al frente"
"2020/08/12 10:04:55 AM GMT-3","Mujer","28","1.65","Atrás derecha","Alta","Alta","Media","Baja","Eléctrica","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 10:05:02 AM GMT-3","Hombre","40","1.92","Adelante derecha","Alta","Alta","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:05:10 AM GMT-3","Mujer","31","1.68","Adelante izquierda","Media","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:05:28 AM GMT-3","Hombre","34","1.78","Atrás derecha","Media","Baja","Media","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:05:29 AM GMT-3","Mujer","19","1.56","Adelante izquierda","Baja","Funciona mal","Baja","Alta","A gas","Encendedor;Magiclik","Día por medio","Derecha","No","No","Izquierda"
"2020/08/12 10:05:37 AM GMT-3","Mujer","37","1.70","Adelante izquierda","Media","Media","Media","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 10:05:38 AM GMT-3","Mujer","28","1.56","Adelante izquierda","Media","Media","Alta","Alta","A gas","Encendedor","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:05:41 AM GMT-3","Hombre","34","1.82","Adelante izquierda","Alta","Alta","Media","Media","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:05:41 AM GMT-3","Mujer","37","1.57","Atrás derecha","Media","Baja","Media","Media","A gas","Magiclik;Botón de la cocina","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 10:06:02 AM GMT-3","Mujer","61","1.60","Adelante derecha","Alta","Baja","Alta","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:06:04 AM GMT-3","Mujer","39","1.57","Adelante derecha","Media","Media","Baja","Alta","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:06:17 AM GMT-3","Mujer","24","1.65","Adelante izquierda","Baja","Alta","Media","Media","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:06:24 AM GMT-3","Mujer","62","1.65","Adelante izquierda","Alta","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Izquierda;Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:06:34 AM GMT-3","Mujer","48","170","Atrás derecha","Media","Funciona mal","Media","Media","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:07:07 AM GMT-3","Hombre","45","1.76","Atrás derecha","Baja","Media","Baja","Alta","Eléctrica","Es automático","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:07:09 AM GMT-3","Hombre","33","1.7","Adelante izquierda","Alta","Media","Funciona mal","Media","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 10:07:20 AM GMT-3","Hombre","24","1.74","Adelante izquierda","Baja","Alta","Media","Alta","Eléctrica","Es automático","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 10:07:36 AM GMT-3","Mujer","24","1.60","Adelante derecha","Media","Baja","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:08:00 AM GMT-3","Hombre","23","1.7","Adelante derecha","Media","Baja","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:08:06 AM GMT-3","Otre","35","1.73","Atrás izquierda","Alta","Media","Baja","Funciona mal","A gas","Fósforos","Todos los días","Izquierda;Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:08:10 AM GMT-3","Mujer","38","1.64","Atrás izquierda","Alta","Alta","Funciona mal","Funciona mal","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:08:21 AM GMT-3","Mujer","19","1.62","Adelante izquierda","Media","Funciona mal","Alta","Funciona mal","A gas","Magiclik","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 10:08:21 AM GMT-3","Hombre","25","1.76","Adelante izquierda","Media","Media","Baja","Media","A gas","Encendedor","Día por medio","Derecha","No","No","Derecha"
"2020/08/12 10:08:31 AM GMT-3","Mujer","39","1.62","Atrás izquierda","Media","Media","Baja","Media","A gas","Fósforos","Todos los días","Izquierda","Sí","No","Izquierda"
"2020/08/12 10:08:42 AM GMT-3","Mujer","43","1.63","Adelante izquierda","Media","Alta","Baja","Media","A gas","Magiclik","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:08:48 AM GMT-3","Mujer","39","1.61","Adelante izquierda","No tengo","Media","Baja","No tengo","Eléctrica","Es automático","Todos los días","Derecha","No","No","Izquierda;Al frente"
"2020/08/12 10:08:59 AM GMT-3","Hombre","24","1.71","Adelante derecha","Media","Baja","Media","Alta","Eléctrica","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:09:09 AM GMT-3","Mujer","27","1.68","Adelante derecha","Media","Media","Alta","Media","A gas","Fósforos","Todos los días","Izquierda","No","Sí, y creo que tocarían el fuego","Derecha"
"2020/08/12 10:09:22 AM GMT-3","Hombre","33","1.69","Adelante derecha","Media","Alta","Alta","Media","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:09:30 AM GMT-3","Mujer","25","1.65","Adelante derecha","Funciona mal","Baja","Media","No tengo","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:09:38 AM GMT-3","Mujer","36","1.65","Adelante izquierda","Media","Alta","Baja","Media","A gas","Encendedor","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 10:09:41 AM GMT-3","Mujer","20","1.68","Atrás derecha","Alta","Alta","Alta","Alta","A gas","Encendedor;Magiclik;Fósforos","Todos los días","Izquierda;Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:09:48 AM GMT-3","Mujer","28","1.64","Adelante derecha","No tengo","No tengo","No tengo","No tengo","A gas","Fósforos;Actualmente con nada porque no tengo gas y uso una eléctrica","Todos los días","Derecha","No","No","Al frente"
"2020/08/12 10:09:54 AM GMT-3","Mujer","36","1.58","Adelante izquierda","Media","Alta","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/12 10:09:55 AM GMT-3","Mujer","24","1.69","Atrás izquierda","Media","Media","Media","Media","A gas","Encendedor;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:10:01 AM GMT-3","Mujer","21","1.52","Atrás derecha","Media","Media","Funciona mal","Media","A gas","Fósforos","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:10:06 AM GMT-3","Mujer","47","1.68","Atrás derecha","Media","Media","Alta","Media","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:10:47 AM GMT-3","Mujer","34","1.70","Atrás derecha","Baja","Media","Baja","Media","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:10:49 AM GMT-3","Hombre","43","1.82","Adelante izquierda","Media","Media","Baja","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:10:50 AM GMT-3","Mujer","20","1.50","Adelante izquierda","Funciona mal","Baja","Funciona mal","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 10:10:57 AM GMT-3","Mujer","23","1.64","Adelante derecha","Alta","Media","Alta","Funciona mal","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 10:10:58 AM GMT-3","Mujer","55","1.64","Adelante izquierda","Alta","Alta","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 10:11:13 AM GMT-3","Mujer","51","1.64","Atrás derecha","Alta","Media","Baja","Media","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:11:17 AM GMT-3","Mujer","26","1.60","Adelante derecha","Baja","Media","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 10:11:21 AM GMT-3","Mujer","40","1.67","Adelante derecha","Alta","Alta","Alta","Alta","Eléctrica","Botón de la cocina","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 10:11:33 AM GMT-3","Mujer","48","1.63","Atrás izquierda","Alta","Baja","Alta","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:11:36 AM GMT-3","Mujer","23","1.65","Atrás derecha","Alta","Media","Media","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Al frente"
"2020/08/12 10:11:42 AM GMT-3","Hombre","36","1.85","Adelante izquierda","Media","Media","Baja","Media","A gas","Botón de la cocina","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:11:48 AM GMT-3","Mujer","28","1.60","Adelante izquierda","Media","Alta","Funciona mal","Media","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:12:20 AM GMT-3","Mujer","20","1.65","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Encendedor","Todos los días","Izquierda","Sí","No","Izquierda;Derecha"
"2020/08/12 10:13:30 AM GMT-3","Hombre","35","1.78","Atrás izquierda","Alta","Media","Baja","Media","A gas","Es automático","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:13:34 AM GMT-3","Mujer","21","1.65","Adelante derecha","Media","Media","Media","Media","A gas","Encendedor","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:13:41 AM GMT-3","Mujer","33","1.7","Adelante derecha","Baja","Baja","Baja","Alta","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 10:13:42 AM GMT-3","Hombre","24","1.86","Adelante izquierda","Baja","Alta","Alta","Media","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:13:44 AM GMT-3","Hombre","20","1.75","Adelante izquierda","Funciona mal","Alta","Media","Baja","Eléctrica","Magiclik","Día por medio","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:13:47 AM GMT-3","Mujer","26","1.60","Adelante izquierda","Baja","Alta","Funciona mal","Media","A gas","Variado, depende de si anda o no el magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:13:52 AM GMT-3","Hombre","21","1.69","Adelante derecha","Baja","Media","Alta","Baja","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:14:01 AM GMT-3","Mujer","26","1.72","Atrás derecha","Alta","Media","Funciona mal","Baja","A gas","La chispa que tenga más cerca","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:14:13 AM GMT-3","Mujer","17","1.56","Atrás derecha","Alta","Funciona mal","Funciona mal","Alta","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:14:20 AM GMT-3","Mujer","29","1.63","Adelante izquierda","Baja","Alta","Media","Baja","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:14:21 AM GMT-3","Mujer","22","1.58","Adelante derecha","Baja","Media","Alta","Baja","Eléctrica","Es automático","Todos los días","Derecha","No","Sí, y creo que tocarían el fuego","Izquierda"
"2020/08/12 10:14:24 AM GMT-3","Mujer","50","1.60","Adelante derecha","Media","Funciona mal","Baja","Media","A gas","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:14:24 AM GMT-3","Hombre","32","1.83","Atrás izquierda","Media","Baja","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 10:14:30 AM GMT-3","Hombre","32","1.83","Atrás izquierda","Media","Baja","Alta","Media","A gas","Botón de la cocina","Todos los días","Derecha","Sí","No","Derecha"
"2020/08/12 10:15:03 AM GMT-3","Mujer","23","1.75","Atrás derecha","Media","Baja","Media","Alta","Eléctrica","Es automático","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:15:05 AM GMT-3","Mujer","30","1.71","Adelante derecha","Alta","Baja","Alta","Media","A gas","Encendedor","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/12 10:15:18 AM GMT-3","Hombre","38","1.67","Adelante derecha","Media","Media","Media","Media","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:15:19 AM GMT-3","Hombre","28","1.83","Adelante izquierda","Baja","Alta","Alta","Media","Horno eléctrico, hornalla a gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:15:24 AM GMT-3","Mujer","41","1.65","Adelante derecha","Media","Baja","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 10:15:37 AM GMT-3","Mujer","33 ","1.57","Adelante izquierda","Media","Alta","Baja","Alta","A gas","Encendedor","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Derecha"
"2020/08/12 10:15:37 AM GMT-3","Mujer","24","1.59","Adelante derecha","Media","Alta","Alta","Media","A gas","Fósforos","Todos los días","Izquierda","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:15:39 AM GMT-3","Hombre","28","1.71","Adelante derecha","Media","Baja","Media","Alta","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 10:15:49 AM GMT-3","Mujer","38","1.60","Adelante izquierda","Alta","Alta","Alta","Alta","A gas","Botón de la cocina","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:15:58 AM GMT-3","Hombre","27","1.85","Adelante izquierda","Baja","Media","Baja","No tengo","A gas","Encendedor","Todos los días","Derecha","No","No","Izquierda"
"2020/08/12 10:16:00 AM GMT-3","Hombre","42","1.90","Adelante derecha","Media","Baja","Media","Alta","A gas","Chispa de encendedor sin llama","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:16:03 AM GMT-3","Mujer","24","1.58","Adelante izquierda","Baja","Alta","Alta","No tengo","A gas","Fósforos","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:16:34 AM GMT-3","Mujer","43","1.63","Adelante izquierda","Media","Baja","Baja","Baja","A gas","Botón de la cocina","Todos los días","Derecha","No","No","Derecha"
"2020/08/12 10:16:39 AM GMT-3","Mujer","28","1.56","Atrás derecha","Baja","Funciona mal","Media","Media","A gas","Encendedor;Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:16:42 AM GMT-3","Mujer","39","1.70","Adelante izquierda","Funciona mal","Alta","Baja","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:16:45 AM GMT-3","Hombre","20","1.62","Adelante izquierda","Media","Alta","Media","Media","A gas","Magiclik","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:16:56 AM GMT-3","Mujer","22","1.52","Atrás izquierda","Alta","Baja","Media","Alta","A gas","Magiclik;Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda"
"2020/08/12 10:17:12 AM GMT-3","Hombre","43","1.75","Atrás izquierda","Alta","Baja","Alta","Media","A gas","Fósforos;Botón de la cocina","Todos los días","Derecha","Sí","No","Izquierda;Derecha"
"2020/08/12 10:18:42 AM GMT-3","Mujer","47","1.60","Adelante derecha","Media","Media","Alta","Media","A gas","Fósforos","Todos los días","Derecha","Sí","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:18:43 AM GMT-3","Hombre","34","1.70","Adelante derecha","Media","Baja","Media","Alta","A gas","Botón de la cocina","Todos los días","Izquierda","No","No","Izquierda"
"2020/08/12 10:18:48 AM GMT-3","Mujer","32","1.55","Atrás derecha","Media","Baja","Funciona mal","Alta","A gas","Botón de la cocina","Día por medio","Izquierda","Sí","No","Derecha"
"2020/08/12 10:18:56 AM GMT-3","Hombre","26","1.85","Atrás izquierda","Alta","Media","Baja","Media","A gas","Botón de la cocina","Día por medio","Derecha","No","No","Derecha"
"2020/08/12 10:19:09 AM GMT-3","Hombre","30","1.81","Atrás derecha","Media","Baja","Media","Alta","A gas","Encendedor;Botón de la cocina","Día por medio","Derecha","No","No","Izquierda;Derecha"
"2020/08/12 10:19:32 AM GMT-3","Hombre","21","1.86","Atrás derecha","Baja","Media","Media","Alta","A gas","Fósforos","Todos los días","Derecha","No","Sí, pero no creo que tocarían el fuego","Izquierda;Derecha"
"2020/08/12 10:19:42 AM GMT-3","Hombre","22","1.75","Adelante izquierda","Media","Alta","Media","Alta","A gas","Encendedor","Todos los días","Izquierda","No","No","Derecha"
